Name,RAT,POS,VER,Price,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS
Wlodzimierz Smolarek,96,"ST  CF,LW",Futties Hero  Controlled,25K,4,5,H \ M,98,97,90,97,58,93,"171cm | 5'7""  Stocky (70kg)",408,533,2565
Landon Donovan,96,"CF  RM,CAM,ST",Futties Hero  Explosive,22K,5,4,H \ M,98,98,95,97,57,81,"173cm | 5'8""  Average (73kg)",169,526,2531
Donald Love,96,"RB  RWB,LB",Futties Premium  Controlled,0,4,5,H \ H,96,66,99,95,94,96,"178cm | 5'10""  Average (72kg)",523,546,2625
Ricardo Carvalho,96,CB,Futties Hero SBC  Controlled,655.1K,4,5,L \ H,93,70,89,91,99,93,"183cm | 6'0""  Average (79kg)",-763,535,2533
Marko Arnautovic,96,ST  CF,Player Moments  Lengthy,0,5,4,H \ L,96,98,93,96,57,97,"192cm | 6'4""  High & Average (83kg)",176,537,2574
Marcus Thuram,96,"ST  LM,CF",ShowDown SBC  Controlled,128.35K,4,5,H \ M,99,96,92,97,69,96,"192cm | 6'4""  High & Stocky (90kg)",-347,549,2577
Ruben Loftus-Cheek,96,"CM  RWB,RB,RM",ShowDown SBC  Lengthy,78.45K,4,5,H \ H,94,92,96,97,94,97,"191cm | 6'3""  High & Average (88kg)",116,570,2697
Ayoze Pérez Gutiérrez,96,RW  RM,Player Moments  Controlled,0,5,4,H \ H,96,93,95,99,86,90,"178cm | 5'10""  Lean (72kg)",-90,559,2702
Oriol Romeu Vidal,96,CDM  CM,Player Moments  Controlled,0,4,4,M \ H,93,88,91,94,97,96,"183cm | 6'0""  Average (83kg)",-20,559,2665
Brenden Aaronson,96,CAM  CM,Player Moments  Explosive,0,5,5,H \ H,99,92,93,99,77,89,"176cm | 5'9""  Lean (66kg)",-25,549,2619
Azpilicueta,96,"CB  RWB,RB",Player Moments SBC,125K,3,5,M \ M,93,71,95,93,97,96,"178cm | 5'10""",-307,545,2623
Pelé,95,"CF  CAM,ST",Icon  Explosive,400K,5,4,H \ M,96,93,90,95,56,75,"173cm | 5'8""  Unique (69kg)",2314,505,2452
Ronaldo,95,ST  CF,World Cup ICON  Controlled,1.39M,5,5,M \ M,95,94,80,94,46,78,"183cm | 6'0""  R9 (78kg)",1277,487,2325
Zinedine Zidane,95,CAM  CM,World Cup ICON  Controlled,0,5,5,M \ M,84,91,94,94,73,85,"185cm | 6'1""  Average (77kg)",894,521,2516
Jude Bellingham,95,"CM  CDM,LM",TOTY  Controlled,110K,4,4,H \ H,88,88,92,96,90,92,"186cm | 6'1""  High & Average+ (75kg)",-1057,546,2587
Ronaldinho,95,"LW  LM,CAM",TOTY Icon  Controlled,1.9M,5,4,H \ L,94,91,92,97,38,83,"180cm | 5'11""  Ronaldinho (78kg)",4394,495,2369
Müller,95,ST  CF,TOTY Icon  Controlled,70.5K,4,4,H \ M,89,95,79,90,45,78,"176cm | 5'9""  Stocky (74kg)",1629,476,2326
Ferenc Puskás,95,CF  ST,Controlled,145K,4,5,H \ M,89,97,93,93,48,78,"172cm | 5'8""  Stocky (72kg)",3041,498,2434
Paolo Maldini,95,CB  LB,Lengthy,0,5,4,M \ H,87,57,77,72,97,87,"186cm | 6'1""  Average (83kg)",1880,477,2195
Alessandro Del Piero,95,"CF  CAM,ST",Trophy Titans - ICON  Explosive,20K,5,5,H \ M,89,95,92,95,46,72,"174cm | 5'9""  Unique (74kg)",1752,489,2367
Franco Baresi,95,CB,Trophy Titans - ICON  Controlled,42.5K,2,3,M \ H,84,51,80,74,97,86,"176cm | 5'9""  Average (70kg)",1094,472,2233
Xavier Hernández,95,"CM  CDM,CAM",Trophy Titans - ICON  Controlled,51K,4,4,H \ H,84,82,97,95,76,78,"170cm | 5'7""  Short & Lean- (67kg)",887,512,2473
Marco van Basten,95,ST  CF,Trophy Titans - ICON  Controlled,19.75K,3,5,M \ M,88,96,78,92,41,82,"188cm | 6'2""  High & Average+ (78kg)",1489,477,2333
Bernardo Silva,95,"CM  RM,CAM",TOTS  Explosive,69.5K,4,4,H \ H,89,86,93,99,72,81,"173cm | 5'8""  Lean (64kg)",1295,520,2479
Alexis Sánchez,95,ST  CF,TOTS  Controlled,21K,4,4,H \ M,93,93,94,99,59,87,"168cm | 5'6""  Unique (62kg)",2058,525,2550
Marcus Rashford,95,"LW  LM,ST",TOTS  Controlled,188K,5,4,H \ M,99,95,92,95,56,89,"186cm | 6'1""  Unique (70kg)",2070,526,2525
Harry Kane,95,ST  CF,TOTS  Lengthy,29K,3,5,H \ H,90,98,92,90,53,92,"188cm | 6'2""  Unique (89kg)",3620,515,2483
Christopher Nkunku,95,"CF  CAM,ST",TOTS  Explosive,20.75K,5,5,H \ M,97,91,93,97,77,81,"175cm | 5'9""  Average (73kg)",1355,536,2538
Sadio Mané,95,"ST  LM,CF,LW",TOTS Moments  Explosive,35K,5,4,H \ M,96,90,89,94,51,85,"174cm | 5'9""  Unique (69kg)",878,505,2431
Leon Goretzka,95,CM  CDM,TOTS Moments  Controlled,19.75K,3,5,H \ H,90,90,92,91,90,93,"189cm | 6'2""  Unique (82kg)",1778,546,2584
Éder Militão,95,CB  RB,TOTS  Controlled,150K,2,3,M \ H,91,61,82,85,97,93,"186cm | 6'1""  Lean (78kg)",573,509,2400
Pedri,95,"CM  CAM,LW",TOTS  Controlled,44.25K,5,5,H \ H,92,83,92,95,84,89,"174cm | 5'9""  Lean (61kg)",1490,535,2523
Vinícius Júnior,95,LW  LM,TOTS  Explosive,360K,5,5,H \ M,99,90,89,98,41,81,"176cm | 5'9""  Lean (73kg)",1877,498,2364
Alexandre Lacazette,95,ST  CF,TOTS  Controlled,19K,5,4,H \ H,96,92,92,95,56,92,"175cm | 5'9""  Unique (73kg)",1266,523,2514
Marquinhos,95,CB,TOTS  Controlled,25.75K,3,3,M \ H,90,64,84,84,95,90,"183cm | 6'0""  Average (75kg)",1187,507,2365
Nicolò Barella,95,CM,TOTS  Controlled,32.5K,4,4,H \ H,90,88,95,93,92,92,"172cm | 5'8""  Short & Lean- (68kg)",1174,550,2666
Lautaro Martínez,95,ST  CF,TOTS  Controlled,32K,4,4,H \ M,95,95,85,94,56,93,"174cm | 5'9""  Unique (72kg)",1040,518,2509
Paulo Dybala,95,"CF  CAM,RW,ST",TOTS  Explosive,48.25K,4,4,H \ L,92,95,95,99,48,73,"177cm | 5'10""  Unique (75kg)",1013,502,2475
Christopher Nkunku,95,"CF  CAM,ST",Award Winner  Explosive,0,5,5,H \ M,97,91,93,97,77,81,"175cm | 5'9""  Average (73kg)",221,536,2538
Sergio Busquets,95,CDM  CM,Premium SBC  Controlled,229.75K,4,4,M \ H,87,87,93,95,94,91,"189cm | 6'2""  High & Average+ (76kg)",6343,547,2589
Jota,95,"RW  RM,LM,LW",TOTS  Explosive,18.5K,5,4,H \ M,99,90,92,98,58,81,"175cm | 5'9""  Average (67kg)",950,518,2474
Jordi Alba Ramos,95,LB  LWB,Premium SBC  Explosive,161.75K,4,4,H \ H,95,83,92,93,90,88,"170cm | 5'7""  Unique (68kg)",3731,541,2593
Dayot Upamecano,95,"CAM  CM,CF",Shapeshifters SBC  Controlled,349.8K,5,4,H \ M,95,92,94,93,75,96,"186cm | 6'1""  High & Stocky (90kg)",2024,545,2604
Riyad Mahrez,95,ST  CF,Shapeshifters  Explosive,31K,5,5,H \ M,95,97,91,95,45,77,"179cm | 5'10""  Unique (67kg)",1572,500,2415
Sócrates,95,CM  CDM,Shapeshifters ICON  Controlled,24.75K,4,5,H \ H,91,87,96,95,93,94,"192cm | 6'4""  High & Average+ (79kg)",2235,556,2668
Frank Rijkaard,95,"ST  CAM,CF",Shapeshifters ICON  Lengthy,20.5K,5,4,H \ M,93,96,88,92,71,94,"187cm | 6'2""  High & Average+ (85kg)",1316,534,2541
Emmanuel Petit,95,CB  RB,Shapeshifters ICON  Controlled,30.5K,3,5,H \ H,86,80,87,86,96,97,"185cm | 6'1""  High & Average (79kg)",834,532,2541
Emmanuel Petit,95,"CAM  RM,RW",Shapeshifters ICON  Controlled,27K,5,3,H \ H,93,90,95,97,77,84,"185cm | 6'1""  High & Average (79kg)",663,536,2566
Clarence Seedorf,95,CDM  CM,Shapeshifters ICON  Lengthy,29.5K,4,5,M \ H,88,85,96,92,94,96,"176cm | 5'9""  Stocky (78kg)",1011,551,2641
Luís Figo,95,"CM  CDM,LM",Shapeshifters ICON  Controlled,28K,4,5,M \ H,93,87,96,94,94,89,"180cm | 5'11""  Average (75kg)",628,553,2651
Luís Figo,95,ST  CF,Shapeshifters ICON  Controlled,25K,5,4,H \ L,95,96,90,95,44,84,"180cm | 5'11""  Average (75kg)",677,504,2417
Harry Maguire,95,ST  CF,Shapeshifters  Lengthy,19.75K,5,4,H \ M,94,96,84,95,66,94,"194cm | 6'4""  High & Stocky (100kg)",3900,529,2511
Lukas Klostermann,95,LB  LWB,Shapeshifters  Lengthy,54K,5,4,M \ H,96,81,93,93,91,96,"189cm | 6'2""  High & Average (88kg)",680,550,2563
Gianfranco Zola,95,"CAM  LM,LW",Shapeshifters ICON  Controlled,0,5,4,H \ M,93,95,94,96,60,84,"168cm | 5'6""  Short & Lean- (67kg)",3724,522,2517
Dušan Vlahovic,95,ST  CF,Level Up Premium Obj  Controlled,0,4,5,H \ M,92,94,85,94,40,89,"190cm | 6'3""  High & Average (75kg)",277,494,2361
Raheem Sterling,95,RW  RM,Level Up Obj  Controlled,0,4,5,H \ M,97,92,91,96,70,87,"170cm | 5'7""  Unique (69kg)",1023,533,2525
Enzo Fernández,95,CM  CDM,Level Up Obj  Controlled,0,3,5,H \ H,91,88,93,94,90,95,"180cm | 5'11""  Average (77kg)",179,551,2649
Alphonso Davies,95,"LB  LWB,LM",Level Up Obj  Controlled,0,5,5,H \ H,99,80,92,94,88,88,"185cm | 6'1""  Unique (77kg)",397,541,2549
Raphaël Varane,95,CB,Level Up  Lengthy,1.67M,2,4,M \ H,91,60,75,84,96,94,"191cm | 6'3""  Unique (81kg)",308,500,2304
Ryan Kent,95,"RW  RM,LM,LW",Explosive,0,5,5,H \ M,98,90,90,95,58,80,"172cm | 5'8""  Average (65kg)",1191,511,2409
Ismaël Bennacer,95,CM  CDM,Futties  Explosive,30.5K,4,5,H \ H,93,86,94,99,93,91,"175cm | 5'9""  Lean (70kg)",530,556,2679
Tim Cahill,95,"ST  CM,CAM,CF",Futties Hero  Controlled,0,4,5,H \ M,95,96,88,94,73,97,"178cm | 5'10""  Average (76kg)",189,543,2612
Kolo Muani,95,"ST  RM,CF",Futties SBC  Controlled,82.25K,4,5,H \ M,98,92,92,96,55,83,"187cm | 6'2""  High & Average+ (73kg)",201,516,2455
Xherdan Shaqiri,95,"CAM  RM,RW",Futties Premium SBC  Controlled,103.65K,5,5,H \ M,93,92,92,99,59,87,"169cm | 5'7""  Shaqiri (72kg)",2480,522,2519
Luis Muriel,95,ST  CF,Futties Premium  Controlled,0,5,5,H \ M,99,93,90,97,43,81,"179cm | 5'10""  Average (79kg)",1014,503,2418
Lorenzo Insigne,95,"LW  LM,CF,RW",Futties Premium  Explosive,24.5K,5,5,H \ M,97,92,94,97,48,61,"163cm | 5'4""  Unique (59kg)",783,489,2392
Denzel Dumfries,95,"RWB  RB,RM",Futties  Lengthy,35K,4,4,H \ H,96,82,88,91,91,99,"188cm | 6'2""  High & Average (80kg)",599,547,2564
Diego Forlán,95,"ST  CF,LW",Futties Hero  Controlled,22.5K,4,5,H \ H,94,98,88,95,63,86,"180cm | 5'11""  Average (75kg)",881,524,2537
Lukas Podolski,95,"ST  CF,RW,LW",Futties Premium SBC  Controlled,180.75K,5,5,H \ L,92,99,90,94,57,92,"183cm | 6'0""  Average (88kg)",1654,524,2544
Ahmed Musa,95,"RW  RM,ST,LW",Futties Premium  Explosive,0,5,4,H \ M,99,92,88,94,50,78,"171cm | 5'7""  Lean (66kg)",505,501,2420
Rúben Neves,95,CM  CDM,Futties Premium  Controlled,24K,4,5,H \ H,93,91,99,94,91,93,"180cm | 5'11""  Average (80kg)",512,561,2695
Diego Carlos,95,CB,Futties  Lengthy,40K,3,5,M \ H,92,60,85,84,95,95,"185cm | 6'1""  High & Stocky (86kg)",665,511,2417
Capdevila,95,"LB  LWB,LM,LW",Futties Hero  Controlled,0,4,5,H \ M,96,86,92,92,95,92,"182cm | 6'0""  Average (79kg)",1337,553,2654
Paul Scholes,95,"CM  CDM,CAM",Cover Star Icon Obj  Controlled,0,4,5,M \ M,93,94,96,92,92,93,"171cm | 5'7""  Short & Lean- (71kg)",1456,560,2699
Xavi Simons,95,"RW  CM,LW",Futties Premium  Explosive,19.5K,5,5,M \ H,97,92,92,98,82,88,"168cm | 5'6""  Short & Lean (58kg)",639,549,2616
Cody Gakpo,95,"LW  LM,ST",Futties Obj  Controlled,0,5,4,H \ M,96,95,95,95,53,93,"189cm | 6'2""  High & Average+ (76kg)",503,527,2516
Park Ji-sung,95,"CM  RM,LM,LW",Futties Hero  Controlled,19.75K,4,5,H \ H,93,90,96,96,90,92,"178cm | 5'10""  Average (73kg)",866,557,2674
Nani,95,"LM  RM,CAM,LW",Futties Premium  Controlled,0,5,5,H \ M,96,93,92,95,47,90,"177cm | 5'10""  Lean (72kg)",860,513,2462
Angel Gomes,95,"LW  LM,ST",Futties SBC  Controlled,47.6K,5,4,H \ M,97,94,94,95,59,91,"168cm | 5'6""  Short & Lean (56kg)",-203,530,2545
Quinten Timber,95,"CM  CDM,CAM",Futties Premium SBC  Controlled,46.7K,4,5,H \ H,93,89,99,93,93,93,"179cm | 5'10""  Average (71kg)",72,560,2690
Dries Mertens,95,"CAM  CF,ST",Futties Premium  Explosive,19.5K,5,5,H \ M,96,95,93,98,44,80,"169cm | 5'7""  Unique (61kg)",293,506,2456
Mohammed Salisu,95,CB,Futties Premium  Lengthy,0,2,5,M \ H,90,54,71,77,97,98,"191cm | 6'3""  High & Average (85kg)",95,487,2246
Radamel Falcao,95,ST  CF,Futties Premium  Controlled,21K,4,5,H \ M,95,96,91,94,60,96,"177cm | 5'10""  Average (72kg)",287,532,2570
Javier Mascherano,95,CDM  CB,Futties Hero  Controlled,20K,4,5,L \ H,91,67,92,91,97,94,"174cm | 5'9""  Short & Lean- (73kg)",396,532,2548
Jeremie Frimpong,95,RB  RWB,Futties Premium SBC  Explosive,85.05K,4,4,H \ H,99,80,90,99,91,90,"171cm | 5'7""  Average (63kg)",657,549,2586
Khéphren Thuram,95,"CM  CDM,CAM",Futties Premium SBC  Controlled,221.15K,5,4,H \ H,95,92,91,99,93,94,"192cm | 6'4""  High & Average (81kg)",2253,564,2670
Ferenc Puskás,94,CF  ST,Icon  Controlled,108K,4,3,H \ M,91,96,91,92,46,76,"172cm | 5'8""  Stocky (72kg)",2882,492,2396
Johan Cruyff,94,CF  ST,Icon  Explosive,0,5,5,H \ L,91,92,91,94,42,73,"180cm | 5'11""  Lean (71kg)",2969,483,2339
Lev Yashin,94,GK,Icon  Controlled,289K,1,3,M \ M,95,89,75,96,60,95,"189cm | 6'2""  High & Average (82kg)",1783,510,1320
Mané Garrincha,94,RW  RM,Icon  Explosive,150K,5,4,M \ L,90,87,94,96,41,68,"169cm | 5'7""  Short & Lean- (72kg)",1502,476,2301
Paolo Maldini,94,CB  LB,Icon  Lengthy,219K,2,4,M \ H,86,56,75,69,96,83,"186cm | 6'1""  Average (83kg)",2137,465,2140
Ronaldinho,94,"LW  LM,CAM",Icon  Controlled,1.4M,5,4,H \ L,92,90,91,95,37,81,"180cm | 5'11""  Ronaldinho (78kg)",2968,486,2328
Ronaldo,94,ST  CF,Icon  Controlled,630K,5,5,M \ L,93,93,80,93,46,80,"183cm | 6'0""  R9 (82kg)",4078,485,2321
Zinedine Zidane,94,"CAM  CM,LM",Icon  Lengthy,209K,5,5,M \ M,82,90,93,92,72,83,"185cm | 6'1""  High & Average (82kg)",3499,512,2474
Müller,94,ST  CF,Icon  Controlled,109K,4,4,H \ M,88,94,77,88,43,76,"176cm | 5'9""",1051,466,2287
Robert Lewandowski,94,ST  CF,OTW  Controlled,70K,4,4,H \ M,81,94,83,89,49,86,"185cm | 6'1""  Unique (81kg)",1723,482,2351
Lionel Messi,94,RW  RM,Champions League  Explosive,421K,4,4,L \ L,85,92,94,97,37,69,"169cm | 5'7""  Messi (67kg)",2027,474,2337
Lionel Messi,94,CF  ST,World Cup TOTT  Explosive,0,4,4,H \ L,86,93,94,97,37,70,"169cm | 5'7""  Messi (67kg)",3893,477,2347
Kylian Mbappé,94,"LW  RM,LM,CAM",World Cup TOTT  Controlled,2.23M,5,4,H \ L,99,92,85,95,40,82,"182cm | 6'0""  Unique (73kg)",1224,493,2338
Achraf Hakimi,94,RB  RWB,TOTY  Controlled,0,4,4,H \ M,99,81,90,91,90,91,"181cm | 5'11""  Lean (73kg)",2188,542,2580
Éder Militão,94,CB  RB,TOTY  Controlled,106K,2,3,M \ M,90,60,81,83,95,92,"186cm | 6'1""  Lean (78kg)",1592,501,2362
Theo Hernández,94,LB  LWB,TOTY  Controlled,140K,3,3,H \ M,98,80,88,90,88,92,"184cm | 6'0""  Unique (81kg)",3052,536,2514
David Beckham,94,"RM  CM,RW",TOTY Icon  Controlled,80.5K,4,4,H \ H,91,88,96,91,70,83,"182cm | 6'0""  Average (74kg)",2268,519,2528
Ruud Gullit,94,"CF  CM,CAM,ST",TOTY Icon  Controlled,0,4,5,H \ M,87,93,93,90,84,91,"191cm | 6'3""  Unique (88kg)",2392,538,2613
Alessandro Nesta,94,CB,TOTY Icon  Lengthy,120K,2,3,M \ H,80,46,71,73,95,90,"187cm | 6'2""  Unique (80kg)",1270,455,2096
Alexis Sánchez,94,CF  ST,Fantasy  Controlled,25K,4,4,H \ M,92,92,93,98,58,86,"168cm | 5'6""  Unique (62kg)",4070,519,2518
George Best,94,"RW  RM,CAM,LW",Explosive,89.5K,5,4,M \ M,94,92,85,95,60,73,"175cm | 5'9""  Lean (65kg)",1788,499,2409
Lothar Matthäus,94,"CM  CB,CDM",Controlled,73K,3,5,H \ H,90,90,92,84,91,86,"174cm | 5'9""  Average (71kg)",1410,533,2585
Éric Cantona,94,CF  ST,Controlled,74K,5,5,H \ M,89,93,92,93,53,93,"188cm | 6'2""  High & Average (89kg)",1687,513,2492
Eusébio,94,CF  ST,Explosive,0,5,5,H \ M,94,94,87,94,46,80,"175cm | 5'9""  Average (76kg)",1564,495,2419
Kevin De Bruyne,94,CM  CAM,TIF  Controlled,41K,4,5,H \ H,79,91,96,90,70,81,"181cm | 5'11""  Unique (70kg)",737,507,2444
Dennis Bergkamp,94,"CF  CAM,ST",Trophy Titans - ICON  Controlled,18K,5,4,M \ M,88,94,88,93,39,82,"183cm | 6'0""  Average (78kg)",1446,484,2359
Fernando Torres,94,ST  CF,Trophy Titans - ICON  Controlled,19.25K,4,5,H \ M,95,92,82,91,48,80,"186cm | 6'1""  High & Average (78kg)",1839,488,2341
Steven Gerrard,94,"CM  CDM,CAM",Trophy Titans - ICON  Controlled,25.5K,3,5,H \ M,82,93,93,89,80,87,"183cm | 6'0""  Average (83kg)",806,524,2522
Michael Owen,94,ST  CF,Trophy Titans - ICON  Explosive,18.5K,5,4,M \ M,93,92,77,91,37,74,"173cm | 5'8""  Average (70kg)",797,464,2262
Kenny Dalglish,94,ST  CF,Trophy Titans - ICON  Explosive,37.5K,5,5,H \ M,92,94,79,92,43,76,"173cm | 5'8""  Average (73kg)",1365,476,2321
Frank Lampard,94,"CM  CDM,CAM",Trophy Titans - ICON  Controlled,30K,4,4,H \ M,85,93,91,90,80,89,"184cm | 6'0""  Average (89kg)",766,528,2526
Casemiro,94,CDM,TOTS  Lengthy,27K,3,4,M \ H,84,80,82,80,92,97,"185cm | 6'1""  Unique (84kg)",1983,515,2453
Heung Min Son,94,"LW  LM,ST",TOTS Moments  Controlled,23.75K,4,5,H \ M,93,95,89,92,47,77,"183cm | 6'0""  Unique (78kg)",1838,493,2356
Raphaël Varane,94,CB,TOTS Moments  Lengthy,23K,2,4,M \ H,90,58,73,82,95,93,"191cm | 6'3""  Unique (81kg)",1783,491,2258
Chuba Akpom,94,"CAM  CF,ST",TOTS  Controlled,18.5K,3,5,H \ L,94,95,82,93,50,95,"186cm | 6'1""  High & Average (81kg)",690,509,2409
Josh Brownhill,94,"CAM  CDM,RM,CM",TOTS  Controlled,24.25K,3,5,M \ H,86,83,92,94,90,90,"180cm | 5'11""  Average (69kg)",537,535,2560
Moussa Diaby,94,"RW  RM,CF,LW",TOTS  Explosive,27K,5,3,H \ L,99,89,90,98,54,75,"170cm | 5'7""  Short & Lean- (68kg)",2681,505,2383
Antoine Griezmann,94,"ST  CAM,CF,RW",TOTS  Explosive,20K,5,4,H \ M,95,92,93,94,72,88,"176cm | 5'9""  Unique (73kg)",1852,534,2620
ter Stegen,94,GK,TOTS  Controlled,29K,1,4,M \ M,92,91,94,96,53,91,"187cm | 6'2""  Unique (85kg)",1412,517,1092
Hany Mukhtar,94,"CF  CAM,ST",TOTS  Explosive,18.5K,4,5,H \ M,95,94,91,93,61,82,"173cm | 5'8""  Average (71kg)",433,516,2480
Wissam Ben Yedder,94,ST  CF,TOTS  Explosive,26.5K,4,5,H \ L,92,94,90,98,50,80,"170cm | 5'7""  Unique (68kg)",1179,504,2465
Facundo Medina,94,CB,TOTS  Lengthy,29K,3,3,M \ H,88,55,80,90,92,93,"184cm | 6'0""  Average (77kg)",905,498,2329
Jonathan David,94,"ST  CF,RW,LW",TOTS  Controlled,29.75K,4,5,H \ H,95,95,88,93,50,88,"180cm | 5'11""  Average (77kg)",2595,509,2411
Marco Verratti,94,"CM  CDM,CAM",TOTS  Explosive,18K,4,5,M \ H,90,78,96,99,88,85,"165cm | 5'5""  Unique (60kg)",1482,536,2603
Theo Hernández,94,LB  LWB,TOTS  Controlled,37.25K,3,3,H \ M,99,80,90,90,90,91,"184cm | 6'0""  Unique (81kg)",1474,540,2531
Adrien Rabiot,94,CM  LM,TOTS  Controlled,30K,4,5,M \ M,90,90,92,95,91,93,"192cm | 6'4""  High & Average+ (80kg)",1141,551,2604
Chris Smalling,94,CB,TOTS  Lengthy,28K,2,3,M \ H,90,60,72,75,93,95,"194cm | 6'4""  High & Average+ (81kg)",1466,485,2236
Phil Foden,94,"LW  LM,CAM,CF",ShowDown SBC  Explosive,632.65K,4,4,H \ H,93,90,92,97,66,74,"171cm | 5'7""  Lean (69kg)",-2780,512,2432
Pedro Gonçalves,94,"LW  LM,CF,RW",TOTS  Explosive,18.5K,5,4,H \ M,93,94,94,97,71,78,"173cm | 5'8""  Average (77kg)",748,527,2520
ter Stegen,94,GK,Award Winner  Controlled,0,1,4,M \ M,92,91,94,96,53,91,"187cm | 6'2""  Unique (85kg)",230,517,1092
Davidson,94,"LW  LM,ST",TOTS  Explosive,19.75K,4,5,H \ M,96,91,87,95,56,90,"177cm | 5'10""  Average (63kg)",186,515,2479
Kaká,94,CAM  CF,SBC  Controlled,300.35K,5,4,H \ M,94,89,92,96,47,76,"186cm | 6'1""  Unique (78kg)",-1506,494,2360
Przemyslaw Frankowski,94,"RM  LM,RW,LW",Shapeshifter Premium  Controlled,22.5K,5,3,H \ M,98,93,90,96,70,86,"175cm | 5'9""  Average (70kg)",1372,533,2508
Sheraldo Becker,94,CB  CDM,Shapeshifter Premium  Lengthy,17.75K,4,4,M \ H,91,70,77,80,94,93,"180cm | 5'11""  Average (77kg)",1128,505,2364
Eric Bailly,94,CDM  CM,Shapeshifters  Lengthy,18.5K,3,5,M \ H,88,70,90,88,95,94,"186cm | 6'1""  High & Average (77kg)",574,525,2532
Gianluca Zambrotta,94,CM  CDM,Shapeshifters ICON  Controlled,196.05K,4,5,H \ H,90,89,94,94,92,91,"181cm | 5'11""  Average (75kg)",6640,550,2656
Vitinha,94,"ST  CF,LW",Shapeshifters  Explosive,194.1K,5,4,H \ M,95,93,90,92,68,85,"173cm | 5'8""  Lean (65kg)",4786,523,2489
Gift Links,94,LW  LM,Shapeshifter Premium  Explosive,0,4,4,H \ M,95,90,99,94,64,84,"170cm | 5'7""  Short & Lean- (64kg)",5154,526,2517
Samuel Umtiti,94,LW  LM,Shapeshifters SBC  Controlled,220.45K,5,4,H \ M,97,92,88,93,64,92,"182cm | 6'0""  Unique (75kg)",1058,526,2513
Manuel Neuer,94,"ST  LM,CF,LW",Shapeshifters  Lengthy,31.25K,5,4,H \ M,94,96,87,94,60,96,"193cm | 6'4""  Unique (93kg)",2760,527,2521
Richarlison,94,RW  RM,Shapeshifters  Controlled,30K,5,5,H \ M,94,90,92,95,66,91,"181cm | 5'11""  Average (71kg)",721,528,2538
Petr Cech,94,ST  CF,Shapesh. ICON SBC  Lengthy,96.25K,5,4,H \ M,92,95,90,94,70,94,"196cm | 6'5""  High & Average (90kg)",6128,535,2588
Levi Lumeka,94,"CAM  CF,ST",Shapeshifters  Controlled,0,4,4,H \ M,94,94,90,93,61,89,"170cm | 5'7""  Short & Lean- (71kg)",830,521,2486
Trent Alexander-Arnold,94,"ST  CAM,CF",Shapeshifters SBC  Controlled,507.8K,5,4,H \ M,95,94,93,94,70,89,"180cm | 5'11""  Unique (69kg)",149,535,2552
Jérôme Roussillon,94,"RB  RWB,RM",Shapeshifters  Controlled,27.5K,5,4,H \ H,98,82,88,93,89,89,"175cm | 5'9""  Average (80kg)",505,539,2541
Mario Götze,94,"RW  RWB,RM,LW",Shapeshifter Premium  Explosive,20K,5,4,H \ M,94,88,93,97,75,83,"176cm | 5'9""  Average (72kg)",1032,530,2540
Lisandro Martínez,94,RW  RM,Shapeshifters SBC  Controlled,183.9K,5,4,H \ H,95,91,92,94,78,86,"178cm | 5'10""  Average (77kg)",1398,536,2563
Kyle Walker,94,GK,Shapeshifters  Lengthy,0,5,4,H \ H,92,92,90,96,94,92,"183cm | 6'0""  Unique (83kg)",6325,556,2286
Marcos Acuña,94,CM  CDM,Flashback SBC  Controlled,138.85K,4,5,H \ H,92,88,93,95,91,92,"172cm | 5'8""  Stocky (69kg)",2307,551,2628
Hakan Çalhanoglu,94,"CM  CDM,CAM",Level Up  Controlled,0,4,4,H \ H,92,89,96,93,88,87,"178cm | 5'10""  Average (76kg)",276,545,2600
Jesús Corona,94,"RW  RM,LW",Level Up Obj  Explosive,0,5,5,H \ M,93,87,90,95,82,75,"173cm | 5'8""  Average (66kg)",252,522,2551
Renato Sanches,94,CM  RM,Level Up Obj  Controlled,0,5,4,H \ H,95,92,92,97,88,97,"176cm | 5'9""  Average (70kg)",345,561,2673
Cavani,94,ST  CF,Level Up  Controlled,30K,4,4,H \ H,91,95,84,93,63,88,"185cm | 6'1""  Unique (77kg)",422,514,2504
Téji Savanier,94,CAM  CM,Level Up Obj  Controlled,0,5,5,H \ M,91,91,95,94,84,87,"172cm | 5'8""  Average (69kg)",986,542,2588
Aubameyang,94,ST  CF,Flashback SBC  Controlled,452.4K,5,4,H \ L,97,94,88,93,45,87,"187cm | 6'2""  Unique (80kg)",1108,504,2452
Alexis Mac Allister,94,CAM  CM,Player Moments SBC  Controlled,300.05K,5,4,H \ M,90,92,95,93,86,88,"176cm | 5'9""  Average (72kg)",1294,544,2617
Caio Henrique,94,"LB  LWB,LM",Level Up Premium  Controlled,0,5,4,H \ H,95,75,92,93,90,83,"179cm | 5'10""  Lean (70kg)",252,528,2526
Domenico Berardi,94,"RM  LM,RW,LW",Level Up Premium  Controlled,0,5,5,H \ M,93,93,90,94,70,85,"183cm | 6'0""  Lean (72kg)",248,525,2520
Aurélien Tchouaméni,94,CDM  CM,Level Up  Controlled,269K,3,4,M \ H,92,82,91,90,92,94,"187cm | 6'2""  High & Average+ (81kg)",412,541,2529
